food,energy_kcal,protein_g,saturated_fats_g,fat,carbohydrates,fiber,sugars,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mcg,manganese_mg,selenium_mcg,vitc_mg,thiamin_mg,riboflavin_mg,niacin_mg,vitb6_mg,folate_mcg,vitb12_mcg,vita_mcg,vite_mg,vitd2_mcg,category
soup chick broth cnd cond,31.0,4.42,0.31,1.04,0.75,0.0,0.35,6.0,0.41,2,60.0,170.0,621.0,0.2,0.1,0.2,2.3,0.0,0.006,0.046,2.23,0.02,4.0,0.2,0.0,0.01,0.0,
campbell's red  white broccoli chs soup cond,81.0,1.61,1.6130000000000002,3.63,9.68,0.0,2.42,32.0,0.0,0,0.0,234.0,661.0,8.47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
soup chick cnd chunky rts,71.0,5.06,0.79,2.64,6.88,0.6,0.87,10.0,0.69,3,45.0,70.0,354.0,0.4,0.1,0.1,2.5,0.5,0.034,0.069,1.76,0.02,2.0,0.1,27.0,0.13,0.0,
soup crm of chick cnd cond,90.0,2.38,1.6969999999999998,5.77,7.16,0.0,0.54,14.0,1.06,4,31.0,49.0,702.0,0.29,0.128,0.068,1.9,0.1,0.013,0.046,0.392,0.0,2.0,0.0,43.0,0.54,0.0,
soup chick gumbo cnd cond,45.0,2.1,0.26,1.14,6.67,1.6,1.93,19.0,0.71,3,20.0,60.0,693.0,0.3,0.1,0.2,6.7,4.0,0.2,0.3,0.53,0.05,5.0,0.02,5.0,0.36,0.0,
soup chunky chick noodle cnd rts,41.0,3.09,0.627,1.16,4.46,0.8,0.38,11.0,0.35,7,36.0,117.0,306.0,0.17,0.0279999999999999,0.0559999999999999,4.9,0.4,0.018,0.02,1.196,0.05,6.0,0.08,62.0,0.12,0.0,
soup chick noodle cnd cond,48.0,2.37,0.389,1.55,6.07,0.9,0.0,6.0,0.67,8,38.0,48.0,681.0,0.28,0.027,0.098,6.3,0.0,0.079,0.07,1.222,0.042,5.0,0.12,22.0,0.05,0.0,
soup chick rice cnd chunky rts,53.0,5.11,0.4,1.33,5.41,0.4,0.6,14.0,0.78,4,30.0,45.0,370.0,0.4,0.1,0.1,4.5,1.6,0.01,0.0409999999999999,1.71,0.02,2.0,0.13,122.0,0.24,0.0,
soup chick w rice cnd cond,68.0,1.84,0.37,1.56,11.57,0.9,0.23,41.0,0.25,10,42.0,34.0,645.0,0.18,0.096,0.3,4.1,0.0,0.0139999999999999,0.02,0.918,0.02,1.0,0.13,25.0,0.07,0.0,
soup chick  veg cnd rts,33.0,1.97,0.121,0.73,4.68,0.9,1.01,14.0,0.25,8,35.0,133.0,229.0,0.22,0.023,0.0559999999999999,3.0,0.0,0.017,0.098,0.906,0.072,13.0,0.11,52.0,0.24,0.0,
soup chick veg cnd cond,61.0,2.94,0.69,2.32,7.01,0.7,1.26,14.0,0.71,5,33.0,126.0,706.0,0.3,0.099,0.3,4.5,0.8,0.036,0.046,1.004,0.039,4.0,0.1,109.0,0.25,0.0,
soup chili bf cnd cond,117.0,5.09,1.242,2.53,18.86,2.5,5.09,33.0,1.62,19,113.0,400.0,788.0,1.56,0.3,0.8,5.0,3.1,0.045,0.0579999999999999,0.813,0.12,9.0,0.3,57.0,1.08,0.0,
soup clam chowder manhattan style cnd chunky rts,56.0,3.02,0.88,1.41,7.84,1.2,1.67,28.0,1.1,8,35.0,160.0,417.0,0.7,0.1,0.1,6.7,5.1,0.024,0.026,0.77,0.11,4.0,3.3,70.0,0.67,0.0,
soup clam chowder manhattan cnd cond,61.0,1.74,0.305,1.76,9.74,1.2,2.7,19.0,1.3,8,33.0,150.0,698.0,0.74,0.1,0.3,7.5,3.2,0.024,0.032,0.65,0.08,8.0,3.23,41.0,1.03,0.0,
campbell's healthy request chick w rice cond,46.0,1.59,0.397,1.19,7.19,0.8,0.79,0.0,0.0,4,33.0,484.0,325.0,0.2,0.054,0.182,1.7,1.0,0.01,0.025,1.0590000000000002,0.037,3.0,0.07,30.0,0.07,0.0,
soup clam chowder new england cnd cond,72.0,3.17,0.959,2.06,10.32,0.7,0.38,16.0,2.48,13,260.0,221.0,516.0,0.37,0.239,0.165,6.3,4.1,0.125,0.165,1.55,0.104,14.0,9.47,17.0,0.42,0.0,
soup bf broth bouillon  consomme cnd cond,11.0,2.52,0.0,0.0,0.32,0.0,0.0,7.0,0.43,4,26.0,125.0,694.0,0.01,0.002,0.019,1.4,0.7,0.017,0.023,0.58,0.02,5.0,0.14,0.0,0.01,0.0,
soup lentil wham cnd rts,56.0,3.74,0.45,1.12,8.16,0.0,0.0,17.0,1.07,9,74.0,144.0,532.0,0.3,0.07,0.12,0.3,1.7,0.07,0.045,0.545,0.09,20.0,0.12,7.0,0,0.0,
campbell's cheddar chs soup cond,84.0,0.8,1.13,3.92,11.44,2.2,3.73,36.0,0.15,12,33.0,37.0,692.0,0.15,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
soup minestrone cnd chunky rts,53.0,2.13,0.62,1.17,8.64,2.4,2.17,25.0,0.74,6,46.0,255.0,288.0,0.6,0.1,0.3,2.2,2.0,0.023,0.049,0.491,0.1,13.0,0.0,89.0,0.67,0.0,
soup minestrone cnd cond,68.0,3.48,0.44,2.05,9.17,0.8,1.5,28.0,0.75,6,46.0,255.0,516.0,0.6,0.1,0.3,2.8,0.9,0.044,0.036,0.77,0.08,13.0,0.0,85.0,0.46,0.0,
campbell's redwhite chick  dumplings soup cond,56.0,2.38,0.794,1.98,7.94,0.8,0.79,0.0,0.29,0,0.0,0.0,603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
soup mushroom barley cnd cond,61.0,1.5,0.35,1.8,9.6,0.0,0.0,10.0,0.4,7,50.0,76.0,573.0,0.4,0.16,0.1,0.0,0.0,0.02,0.07,0.7,0.14,5.0,0.0,8.0,0,0.0,
soup crm of mushroom cnd cond,79.0,1.35,0.964,5.3,6.8,0.7,0.4,12.0,0.18,3,24.0,64.0,691.0,0.11,0.022,0.037,2.9,0.0,0.012,0.016,0.345,0.015,2.0,0.0,2.0,0.5,0.2,
soup mushroom w bf stock cnd cond,68.0,2.51,1.24,3.21,7.41,0.1,2.28,8.0,0.67,7,29.0,126.0,773.0,1.1,0.2,0.3,3.7,0.8,0.0279999999999999,0.076,0.96,0.03,7.0,0.0,17.0,0.89,0.0,
soup onion cnd cond,46.0,3.06,0.21,1.42,6.68,0.7,2.72,22.0,0.55,2,9.0,56.0,516.0,0.5,0.1,0.2,3.5,1.0,0.027,0.02,0.49,0.04,12.0,0.0,3.0,0.22,0.0,
soup crm of onion cnd cond,88.0,2.2,1.17,4.2,10.4,0.4,3.64,27.0,0.5,5,30.0,98.0,637.0,0.12,0.11,0.2,2.3,1.0,0.04,0.06,0.4,0.02,6.0,0.04,28.0,0.43,0.0,
campbell's red  white chick  stars soup cond,56.0,2.38,0.397,1.59,8.73,0.8,0.79,0.0,0.29,0,0.0,444.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
soup oyster stew cnd cond,48.0,1.72,2.04,3.13,3.32,0.0,0.0,18.0,0.8,4,39.0,40.0,722.0,8.4,1.3,0.3,6.8,2.6,0.017,0.0289999999999999,0.19,0.01,2.0,1.79,3.0,0,0.0,
soup pea grn cnd cond,125.0,6.54,1.07,2.23,20.18,3.9,6.52,21.0,1.48,30,95.0,145.0,680.0,1.3,0.288,0.5,7.4,1.3,0.0819999999999999,0.052,0.943,0.04,1.0,0.0,7.0,0.18,0.0,
soup pea split wham cnd chunky rts,77.0,4.62,0.66,1.66,11.17,1.7,1.91,14.0,0.89,16,74.0,127.0,301.0,1.3,0.1,0.25,4.1,2.9,0.048,0.039,1.05,0.09,2.0,0.1,102.0,0.2,0.0,
soup pea split w ham cnd cond,141.0,7.68,1.31,3.28,20.81,1.7,0.0,16.0,1.7,36,159.0,297.0,630.0,0.99,0.275,0.5,7.4,1.1,0.11,0.0559999999999999,1.098,0.05,2.0,0.2,17.0,0,0.0,
soup crm of potato cnd cond,74.0,1.51,0.97,1.88,12.79,1.3,1.44,17.0,0.34,13,41.0,165.0,604.0,0.15,0.2,0.3,1.9,0.2,0.0279999999999999,0.0289999999999999,0.43,0.03,2.0,0.04,19.0,0.07,0.0,
campbell's red  white chick alphabet soup cond,56.0,2.38,0.397,1.19,9.52,0.8,0.79,0.0,0.29,0,0.0,659.0,381.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
soup crm of shrimp cnd cond,72.0,2.22,2.58,4.14,6.53,0.2,0.0,14.0,0.42,7,26.0,47.0,685.0,0.6,0.1,0.3,4.5,0.0,0.015,0.022,0.34,0.03,3.0,0.47,32.0,0,0.0,
campbell's redwhite chick broth cond,16.0,0.81,0.0,0.81,0.81,0.0,0.81,0.0,0.0,0,0.0,0.0,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
campbell's red  white chick gumbo soup cond,48.0,1.59,0.397,0.79,7.94,0.8,1.59,16.0,0.0,0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
soup tomato bf w noodle cnd cond,112.0,3.55,1.27,3.42,16.87,1.2,0.0,14.0,0.89,6,45.0,176.0,731.0,0.6,0.1,0.2,4.0,0.0,0.067,0.071,1.49,0.07,6.0,0.15,21.0,0.62,0.0,
campbell's red  white chick noodle soup cond,47.0,2.37,0.3879999999999999,1.53,5.97,0.0,0.0,6.0,0.69,8,38.0,44.0,683.0,0.28,0.027,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
soup tomato rice cnd cond,93.0,1.64,0.4,2.12,17.08,1.3,5.9,18.0,0.62,4,26.0,257.0,635.0,0.4,0.1,0.3,1.8,11.5,0.048,0.039,0.8220000000000001,0.06,11.0,0.0,23.0,1.73,0.0,
soup turkey chunky cnd rts,57.0,4.33,0.52,1.87,5.96,0.0,0.0,21.0,0.81,10,44.0,153.0,391.0,0.9,0.1,0.1,0.0,2.7,0.015,0.045,1.52,0.13,5.0,0.9,152.0,0,0.0,
soup chunky veg cnd rts,39.0,1.14,0.045,0.36,7.9,1.1,1.56,18.0,0.51,10,29.0,180.0,267.0,0.23,0.04,0.087,2.9,0.7,0.0289999999999999,0.043,0.542,0.065,7.0,0.0,52.0,0.17,0.0,
soup vegetarian veg cnd cond,59.0,1.72,0.24,1.58,9.78,0.5,3.13,17.0,0.88,6,28.0,171.0,516.0,0.38,0.1,0.375,3.5,1.2,0.044,0.037,0.747,0.045,9.0,0.0,142.0,1.17,0.0,
soup chunky bf cnd rts,66.0,3.97,0.5539999999999999,1.11,10.08,0.6,0.67,13.0,0.97,2,50.0,140.0,338.0,1.1,0.1,0.1,2.5,2.9,0.024,0.063,1.127,0.055,6.0,0.26,54.0,0.28,0.0,
soup veg bf cnd cond,63.0,4.45,0.68,1.51,8.11,1.6,0.89,13.0,0.89,5,32.0,138.0,706.0,1.23,0.145,0.25,2.2,1.9,0.0289999999999999,0.039,0.823,0.06,8.0,0.25,155.0,0.48,0.0,
soup veg w bf broth cnd cond,66.0,2.42,0.36,1.56,10.7,1.3,1.64,14.0,0.79,5,32.0,157.0,515.0,0.65,0.125,0.275,2.2,1.9,0.042,0.037,0.789,0.046,9.0,0.0,85.0,0.12,0.0,
soup bf broth or bouillon pdr dry,213.0,15.97,4.32,8.89,17.4,0.0,16.71,60.0,1.0,51,320.0,446.0,26000.0,0.0,0.0,0.4589999999999999,27.6,0.0,0.07,0.243,4.467,0.2,32.0,1.0,0.0,2.17,0.0,
soup beef broth cubed dry,170.0,17.3,1.99,4.0,16.1,0.0,14.51,60.0,2.23,50,225.0,403.0,24000.0,0.21,0.0,0.386,27.6,0.0,0.2,0.24,3.3,0.2,32.0,1.0,0.0,0,0.0,
soup chick broth or bouillon dry,267.0,16.66,3.43,13.88,18.01,0.0,17.36,187.0,1.03,56,166.0,309.0,23875.0,0.09,0.0,0.15,28.0,1.1,0.1,0.43,2.46,0.1,32.0,0.3,0.0,0.46,0.0,
soup chick broth cubes dry,198.0,14.6,1.2,4.7,23.5,0.0,0.0,190.0,1.87,56,191.0,374.0,24000.0,0.2,0.0,0.377,27.9,1.0,0.19,0.38,3.9,0.1,32.0,0.3,0.0,0.09,0.0,
campbell's red  white chick noodleo's soup cond,71.0,2.38,0.794,1.98,11.9,0.8,1.59,0.0,0.57,0,0.0,429.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
campbell's red  white chick veg soup cond,63.0,2.38,0.397,0.79,11.9,1.6,2.38,16.0,0.29,0,0.0,127.0,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
campbell's red  white bf broth cond,12.0,2.42,0.0,0.0,0.81,0.0,0.81,0.0,0.0,0,0.0,32.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
soup onion dry mix,293.0,7.48,0.089,0.34,65.07,6.6,4.65,143.0,1.25,60,211.0,721.0,8031.0,1.12,0.353,0.665,5.0,3.4,0.2789999999999999,0.2739999999999999,1.472,0.5820000000000001,0.0,0.0,1.0,0.13,0.0,
campbells red  white bf consomme cond,16.0,3.23,0.0,0.0,0.81,0.0,0.81,0.0,0.0,0,0.0,32.0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
soup crm of veg dry pdr,446.0,8.0,6.03,24.1,52.1,3.0,17.51,134.0,2.6,48,228.0,408.0,4957.0,1.6,0.4,0.8,20.7,16.6,5.18,0.45,2.2,0.1,30.0,0.5,600.0,2.41,0.0,
sauce teriyaki rts,89.0,5.93,0.0,0.02,15.56,0.1,14.1,25.0,1.7,61,154.0,225.0,3833.0,0.1,0.1,0.0,1.1,0.0,0.03,0.07,1.27,0.1,8.0,0.0,0.0,0,0.0,
gravy au jus canned,16.0,1.2,0.1,0.2,2.5,0.0,0.0,4.0,0.6,2,30.0,81.0,478.0,1.0,0.1,0.2,0.4,1.0,0.02,0.06,0.9,0.01,2.0,0.1,0.0,0,0.0,
gravy au jus dry,313.0,9.2,2.026,9.63,47.49,0.0,0.0,140.0,9.3,56,153.0,279.0,11588.0,0.7,0.12,0.268,6.2,1.0,0.472,0.324,4.087,0.174,81.0,0.32,0.0,0,0.0,
gravy bf cnd rts,53.0,3.75,1.153,2.36,4.81,0.4,0.21,6.0,0.7,2,30.0,81.0,560.0,1.0,0.1,0.2,1.0,0.0,0.032,0.036,0.66,0.01,2.0,0.1,1.0,0.02,0.0,
campbell's red  white bean w bacon soup cond,125.0,6.25,1.172,2.34,19.53,6.3,3.13,47.0,1.41,0,0.0,375.0,672.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
gravy brown dry,367.0,10.74,3.319,9.61,59.38,2.0,0.0,132.0,1.72,34,203.0,262.0,4843.0,1.11,0.19,0.412,6.1,0.3,0.18,0.39,3.7,0.1,14.0,0.7,8.0,0,0.0,
grvy  chckn  cnnd bttld  rts,48.0,0.71,0.639,2.62,5.29,0.1,0.3,10.0,0.09,3,20.0,42.0,389.0,0.08,0.019,0.015,0.4,0.0,0.024,0.053,0.285,0.025,2.0,0.0,1.0,0.1,0.0,
gravy chicken dry,381.0,11.27,2.92,9.73,62.09,0.0,0.0,146.0,1.33,40,249.0,404.0,4152.0,1.39,0.1119999999999999,0.2189999999999999,5.2,0.6,0.249,0.634,4.018,0.2019999999999999,109.0,0.48,38.0,0,0.0,
gravy mushroom canned,50.0,1.26,0.4,2.71,5.47,0.4,0.0,7.0,0.66,2,15.0,106.0,570.0,0.7,0.1,0.3,1.9,0.0,0.033,0.063,0.6709999999999999,0.02,12.0,0.0,0.0,0,0.0,
gravy mushroom dry pdr,328.0,10.0,2.36,4.0,64.66,4.8,3.26,230.0,1.0,34,203.0,262.0,6580.0,1.54,0.535,0.4,5.3,7.0,0.2,0.4,3.7,0.1,14.0,0.7,0.0,0.15,0.0,
gravy onion dry mix,322.0,9.0,1.86,3.0,67.64,6.0,0.0,280.0,1.0,34,203.0,262.0,4186.0,0.88,0.17,0.4,6.1,7.0,0.2,0.4,3.7,0.1,14.0,0.7,0.0,0,0.0,
gravy pork dry pdr,367.0,8.78,4.29,8.63,63.57,2.4,24.73,139.0,3.94,34,188.0,235.0,5356.0,1.06,0.154,0.311,6.1,1.4,0.16,0.283,2.27,0.086,16.0,0.51,34.0,0.26,0.0,
gravy turkey cnd rts,51.0,2.6,0.62,2.1,5.1,0.4,0.21,4.0,0.7,2,29.0,109.0,577.0,0.8,0.1,0.2,0.6,0.0,0.02,0.08,1.3,0.01,2.0,0.1,0.0,0.05,0.0,
gravy turkey dry,367.0,10.42,1.975,7.19,65.12,0.0,0.0,146.0,3.29,44,254.0,428.0,4392.0,1.26,0.133,0.2189999999999999,5.2,0.2,0.211,0.45,2.77,0.204,66.0,0.58,8.0,0,0.0,
gravy unspec type dry,344.0,13.0,2.86,8.0,58.0,0.0,0.0,150.0,1.0,45,203.0,262.0,5730.0,1.4,0.1,0.4,6.1,7.0,0.2,0.432,3.7,0.1,14.0,0.7,0.0,0,0.0,
soup chick noodle dry mix,377.0,15.42,1.969,6.51,62.32,3.2,1.9,55.0,2.44,38,195.0,306.0,3643.0,1.65,0.286,0.4679999999999999,32.4,0.0,0.575,0.381,4.88,0.236,9.0,0.75,8.0,0.33,0.0,
sauce sofrito prep from recipe,237.0,12.8,0.0,18.2,5.46,1.7,0.0,20.0,0.94,25,139.0,401.0,1145.0,1.41,0.165,0.191,0.0,20.4,0.284,0.212,2.918,0.364,43.0,0.0,0.0,0,0.0,
usda commodity spaghetti sau meatless cnd,48.0,1.2,0.162,0.9,8.7,0.0,4.7,20.0,0.9,13,25.0,292.0,590.0,0.21,0.0,0.0,0.0,3.9,0.03,0.12,0.73,0.06,0.0,0.0,17.0,0,0.0,
campbell's red  white bf noodle soup cond,56.0,3.17,0.397,1.59,6.35,0.8,0.79,0.0,0.57,0,0.0,63.0,651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
campbell's red  white bf w veg  barley soup cond,71.0,3.97,0.794,1.19,11.9,2.4,1.59,0.0,0.57,0,0.0,119.0,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
soup bf mushroom cnd cond,61.0,4.6,1.2,2.4,5.2,0.2,0.0,4.0,0.7,7,29.0,126.0,709.0,1.1,0.2,0.3,0.0,0.0,0.02,0.06,0.9,0.04,7.0,0.16,0.0,0,0.0,
soup chick mushroom cnd cond,100.0,1.61,1.246,4.84,11.95,3.2,0.79,23.0,0.7,7,22.0,56.0,669.0,0.8,0.04,0.1,2.9,0.0,0.02,0.09,1.3,0.04,2.0,0.05,9.0,0.64,0.0,
sauce barbecue,172.0,0.82,0.045,0.63,40.77,0.9,33.24,33.0,0.64,13,20.0,232.0,1027.0,0.17,0.072,0.126,1.3,0.6,0.023,0.0559999999999999,0.597,0.075,2.0,0.0,11.0,0.8,0.0,
sauce plum ready-to-serve,184.0,0.89,0.153,1.04,42.81,0.7,0.0,12.0,1.43,12,22.0,259.0,538.0,0.19,0.078,0.114,0.4,0.5,0.018,0.084,1.014,0.078,6.0,0.0,2.0,0,0.0,
sauce pizza cnd rts,54.0,2.18,0.46,1.15,8.66,2.0,3.78,54.0,0.9,21,50.0,354.0,348.0,0.25,0.1369999999999999,0.221,0.0,11.3,0.061,0.053,1.421,0.136,10.0,0.02,0.0,0,0.0,
soup tomato bisque cnd cond,96.0,1.76,0.42,1.95,18.47,0.8,0.0,31.0,0.64,7,47.0,325.0,698.0,0.46,0.1,0.2,0.0,4.6,0.051,0.055,0.894,0.07,12.0,0.0,32.0,0,0.0,
soup tomato cnd cond,66.0,1.46,0.115,0.44,15.22,1.1,8.23,13.0,0.59,14,31.0,562.0,377.0,0.18,0.05,0.138,3.0,12.9,0.042,0.015,0.858,0.086,0.0,0.0,20.0,0.34,0.0,
sauce salsa rts,29.0,1.52,0.021,0.17,6.64,1.9,4.01,30.0,0.42,15,33.0,275.0,711.0,0.18,0.066,0.1119999999999999,0.9,1.9,0.033,0.032,1.091,0.172,4.0,0.0,23.0,1.28,0.0,
sauce homemade white thin,105.0,3.77,2.152,6.73,7.4,0.1,4.78,126.0,0.21,15,101.0,163.0,328.0,0.42,0.013,0.024,3.3,0.8,0.055,0.184,0.261,0.0409999999999999,5.0,0.3,73.0,0.17,1.2,
sauce homemade white med,147.0,3.84,2.854,10.63,9.17,0.2,4.38,118.0,0.33,14,98.0,156.0,354.0,0.41,0.016,0.043,4.1,0.8,0.069,0.185,0.402,0.04,5.0,0.28,104.0,0.29,1.2,
sauce homemade white thick,186.0,3.99,3.4160000000000004,13.83,11.61,0.3,3.98,111.0,0.5,14,96.0,149.0,373.0,0.4,0.021,0.067,5.2,0.7,0.088,0.19,0.589,0.038,6.0,0.26,130.0,0.38,1.2,
sauce rts pepper or hot,11.0,0.51,0.052,0.37,1.75,0.3,1.26,8.0,0.48,5,11.0,144.0,2643.0,0.11,0.0279999999999999,0.049,0.0,74.8,0.036,0.0819999999999999,0.254,0.157,6.0,0.0,8.0,0.12,0.0,
sauce rts pepper tabasco,12.0,1.29,0.106,0.76,0.8,0.6,0.13,12.0,1.16,12,23.0,128.0,633.0,0.16,0.075,0.107,0.5,4.5,0.032,0.084,0.178,0.154,0.0,0.0,82.0,0.01,0.0,
soup stock beef home-prepared,13.0,1.97,0.035,0.09,1.2,0.0,0.54,8.0,0.27,7,31.0,185.0,198.0,0.17,0.05,0.0,1.2,0.0,0.033,0.091,0.872,0.055,2.0,0.0,0.0,0.01,0.0,
soup stock chick home-prepared,36.0,2.52,0.321,1.2,3.53,0.0,1.58,3.0,0.21,4,27.0,105.0,143.0,0.14,0.054,0.0,2.2,0.2,0.035,0.085,1.584,0.061,5.0,0.0,1.0,0.03,0.0,
soup stock fish home-prepared,16.0,2.26,0.203,0.81,0.0,0.0,0.0,3.0,0.01,7,56.0,144.0,156.0,0.06,0.0579999999999999,0.052,1.0,0.1,0.033,0.076,1.186,0.037,2.0,0.69,2.0,0.17,0.0,
sauce hoisin rts,220.0,3.31,0.568,3.39,44.08,2.8,27.26,32.0,1.01,24,38.0,119.0,1615.0,0.32,0.128,0.254,1.8,0.4,0.004,0.217,1.17,0.062,23.0,0.0,0.0,0.28,0.0,
sauce oyster rts,51.0,1.35,0.043,0.25,10.92,0.3,0.0,32.0,0.18,4,22.0,54.0,2733.0,0.09,0.147,0.053,4.4,0.1,0.01,0.124,1.474,0.016,15.0,0.41,0.0,0,0.0,
soup minestrone cnd red na rts,50.0,2.0,0.14,0.8,9.0,2.4,2.13,20.0,0.72,13,34.0,186.0,215.0,0.32,0.083,0.0,2.1,5.7,0.06,0.04,0.64,0.06,14.0,0.0,33.0,0.7,0.0,
usda commodity salsa,36.0,1.5,0.0289999999999999,0.2,7.0,1.4,0.0,12.0,2.24,16,30.0,270.0,430.0,0.17,0.096,0.0,0.4,4.0,0.05,0.03,1.08,0.149,19.0,0.0,28.0,0,0.0,
sauce fish ready-to-serve,35.0,5.06,0.003,0.01,3.64,0.0,3.64,43.0,0.78,175,7.0,288.0,7851.0,0.2,0.05,0.233,9.1,0.5,0.012,0.057,2.313,0.396,51.0,0.48,4.0,0,0.0,
soup shark fin rest-prep,46.0,3.2,0.501,2.0,3.8,0.0,0.0,10.0,0.94,7,21.0,53.0,501.0,0.82,0.108,0.024,0.0,0.1,0.027,0.039,0.493,0.026,9.0,0.19,0.0,0,0.0,
soup crm of mushroom cnd cond red na,52.0,1.21,0.53,1.69,8.1,0.6,2.13,13.0,0.48,5,51.0,374.0,383.0,0.36,0.22,0.059,1.8,0.0,0.042,0.192,0.17,0.04,8.0,0.02,2.0,0.16,0.0,
soup chick broth lessreduced na ready to serve,7.0,1.36,0.0,0.0,0.38,0.0,0.22,8.0,0.26,1,18.0,85.0,231.0,0.08,0.035,0.062,0.0,0.4,0.002,0.0139999999999999,0.6859999999999999,0.006,3.0,0.06,0.0,0.01,0.0,
soup bf broth lessreduced na ready to serve,6.0,1.14,0.042,0.07,0.2,0.0,0.2,3.0,0.04,1,9.0,20.0,225.0,0.24,0.009,0.005,0.0,0.0,0.016,0.073,0.41,0.075,2.0,0.0,0.0,0,0.0,
sauce teriyaki rts red na,89.0,5.93,0.0,0.02,15.58,0.1,14.1,25.0,1.7,61,154.0,225.0,1778.0,0.1,0.1,0.0,0.8,0.0,0.03,0.07,1.27,0.1,8.0,0.0,0.0,0,0.0,
soup beanham cnd red na prep wh2o or rts,81.0,4.19,0.252,1.03,13.66,4.0,3.17,38.0,1.02,19,13.0,158.0,187.0,0.53,0.0819999999999999,0.228,4.3,1.1,0.0559999999999999,0.0289999999999999,0.324,0.046,29.0,0.03,35.0,0.39,0.0,
split pea soup cnd red na prep w h2o or ready-to serve,71.0,3.85,0.3,0.92,11.83,1.9,5.06,17.0,0.77,14,54.0,183.0,166.0,0.4,0.11,0.2,0.3,0.0,0.07,0.0289999999999999,0.457,0.073,20.0,0.01,28.0,0.2,0.0,
split pea w ham soup cnd red na prep w h2o or rts,68.0,4.0,0.294,0.7,11.4,1.9,1.57,16.0,0.7,14,54.0,204.0,196.0,0.49,0.1,0.198,0.3,1.0,0.083,0.038,0.695,0.048,29.0,0.03,21.0,0.06,0.0,
soup chick broth rts,6.0,0.64,0.013,0.21,0.44,0.0,0.43,4.0,0.07,1,4.0,18.0,371.0,0.07,0.015,0.015,0.4,0.0,0.021,0.059,0.2189999999999999,0.0,0.0,0.02,0.0,0.04,0.0,
campbell's healthy request crm of chick soup cond,50.0,3.0,0.4,1.5,7.5,0.4,0.8,8.0,0.2,6,31.0,590.0,347.0,0.07,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
soup crm of asparagus cnd prep w eq volume milk,65.0,2.55,1.34,3.3,6.61,0.3,0.0,70.0,0.35,8,62.0,145.0,420.0,0.37,0.0559999999999999,0.153,0.0,1.6,0.0409999999999999,0.111,0.355,0.026,12.0,0.2,25.0,0,0.0,
soup chick veg wpotatochs chunky rts,65.0,1.16,1.636,4.46,5.2,0.3,0.64,15.0,0.16,5,19.0,73.0,416.0,0.16,0.04,0.0,3.7,4.0,0.015,0.017,0.346,0.042,9.0,0.02,19.0,0.06,0.0,
campbell's 98 fat free crm of broccoli soup cond,56.0,1.61,0.4029999999999999,1.61,8.06,1.6,0.81,16.0,0.0,0,0.0,0.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
soup crm of celery cnd prep w eq volume milk,66.0,2.29,1.59,3.91,5.86,0.3,0.0,75.0,0.28,9,61.0,125.0,272.0,0.08,0.062,0.102,1.9,0.6,0.03,0.1,0.176,0.026,3.0,0.2,0.0,0,0.0,
soup chs cnd prep w eq volume milk,92.0,3.77,3.63,5.8,6.47,0.4,0.0,115.0,0.32,8,100.0,136.0,406.0,0.27,0.0559999999999999,0.103,2.8,0.5,0.025,0.133,0.2,0.031,4.0,0.17,143.0,0,0.0,
